user_id,actual_movie_id,precision_at_k,recall_at_k,hit_rate_at_k,ndcg_at_k
215,552,0.0,0.0,0.0,0.0
216,216,0.1,1.0,1.0,0.3562071871080222
217,373,0.0,0.0,0.0,0.0
218,203,0.0,0.0,0.0,0.0
219,1014,0.0,0.0,0.0,0.0
220,298,0.0,0.0,0.0,0.0
221,895,0.0,0.0,0.0,0.0
222,1054,0.0,0.0,0.0,0.0
223,155,0.0,0.0,0.0,0.0
224,1381,0.0,0.0,0.0,0.0
225,604,0.0,0.0,0.0,0.0
226,250,0.0,0.0,0.0,0.0
227,322,0.0,0.0,0.0,0.0
228,137,0.0,0.0,0.0,0.0
229,882,0.0,0.0,0.0,0.0
230,100,0.0,0.0,0.0,0.0
231,846,0.0,0.0,0.0,0.0
232,117,0.0,0.0,0.0,0.0
233,313,0.0,0.0,0.0,0.0
234,301,0.0,0.0,0.0,0.0
235,462,0.0,0.0,0.0,0.0
236,429,0.0,0.0,0.0,0.0
237,174,0.0,0.0,0.0,0.0
238,476,0.0,0.0,0.0,0.0
239,304,0.0,0.0,0.0,0.0
240,353,0.0,0.0,0.0,0.0
241,895,0.1,1.0,1.0,0.38685280723454163
242,268,0.0,0.0,0.0,0.0
243,8,0.0,0.0,0.0,0.0
244,926,0.0,0.0,0.0,0.0
245,894,0.0,0.0,0.0,0.0
246,816,0.0,0.0,0.0,0.0
247,258,0.1,1.0,1.0,1.0
248,121,0.1,1.0,1.0,0.38685280723454163
249,218,0.0,0.0,0.0,0.0
250,1014,0.0,0.0,0.0,0.0
251,25,0.1,1.0,1.0,0.3010299956639812
252,124,0.1,1.0,1.0,0.3562071871080222
253,192,0.0,0.0,0.0,0.0
254,243,0.0,0.0,0.0,0.0
255,763,0.0,0.0,0.0,0.0
256,796,0.0,0.0,0.0,0.0
257,345,0.0,0.0,0.0,0.0
258,893,0.0,0.0,0.0,0.0
259,271,0.0,0.0,0.0,0.0
260,322,0.0,0.0,0.0,0.0
261,596,0.0,0.0,0.0,0.0
262,179,0.0,0.0,0.0,0.0
263,250,0.0,0.0,0.0,0.0
264,1009,0.0,0.0,0.0,0.0
265,273,0.1,1.0,1.0,0.31546487678572877
266,924,0.0,0.0,0.0,0.0
267,181,0.1,1.0,1.0,0.3333333333333333
268,178,0.0,0.0,0.0,0.0
269,1017,0.0,0.0,0.0,0.0
270,860,0.0,0.0,0.0,0.0
271,742,0.0,0.0,0.0,0.0
272,193,0.0,0.0,0.0,0.0
273,338,0.0,0.0,0.0,0.0
274,88,0.0,0.0,0.0,0.0
275,434,0.0,0.0,0.0,0.0
276,264,0.0,0.0,0.0,0.0
277,302,0.0,0.0,0.0,0.0
278,173,0.0,0.0,0.0,0.0
279,269,0.1,1.0,1.0,0.6309297535714575
280,385,0.1,1.0,1.0,0.31546487678572877
281,259,0.0,0.0,0.0,0.0
282,689,0.0,0.0,0.0,0.0
283,433,0.0,0.0,0.0,0.0
284,687,0.0,0.0,0.0,0.0
285,205,0.0,0.0,0.0,0.0
286,934,0.0,0.0,0.0,0.0
287,291,0.0,0.0,0.0,0.0
288,435,0.0,0.0,0.0,0.0
289,254,0.0,0.0,0.0,0.0
290,1336,0.0,0.0,0.0,0.0
291,496,0.0,0.0,0.0,0.0
292,2,0.0,0.0,0.0,0.0
293,1044,0.0,0.0,0.0,0.0
294,902,0.0,0.0,0.0,0.0
295,461,0.0,0.0,0.0,0.0
296,209,0.0,0.0,0.0,0.0
297,752,0.0,0.0,0.0,0.0
298,546,0.0,0.0,0.0,0.0
299,915,0.0,0.0,0.0,0.0
300,1012,0.0,0.0,0.0,0.0
301,719,0.0,0.0,0.0,0.0
302,680,0.0,0.0,0.0,0.0
303,330,0.0,0.0,0.0,0.0
304,274,0.0,0.0,0.0,0.0
305,33,0.0,0.0,0.0,0.0
306,476,0.1,1.0,1.0,0.43067655807339306
307,101,0.0,0.0,0.0,0.0
308,254,0.0,0.0,0.0,0.0
309,319,0.0,0.0,0.0,0.0
310,294,0.0,0.0,0.0,0.0
311,9,0.0,0.0,0.0,0.0
312,835,0.0,0.0,0.0,0.0
313,696,0.0,0.0,0.0,0.0
314,1165,0.0,0.0,0.0,0.0
315,305,0.0,0.0,0.0,0.0
316,582,0.1,1.0,1.0,0.3010299956639812
317,260,0.1,1.0,1.0,0.3333333333333333
318,1030,0.0,0.0,0.0,0.0
319,880,0.0,0.0,0.0,0.0
320,250,0.0,0.0,0.0,0.0
321,428,0.0,0.0,0.0,0.0
322,528,0.0,0.0,0.0,0.0
323,64,0.0,0.0,0.0,0.0
324,846,0.0,0.0,0.0,0.0
325,105,0.0,0.0,0.0,0.0
326,565,0.0,0.0,0.0,0.0
327,435,0.0,0.0,0.0,0.0
328,911,0.0,0.0,0.0,0.0
329,248,0.0,0.0,0.0,0.0
330,215,0.0,0.0,0.0,0.0
331,268,0.0,0.0,0.0,0.0
332,264,0.0,0.0,0.0,0.0
333,100,0.0,0.0,0.0,0.0
334,1525,0.0,0.0,0.0,0.0
335,678,0.0,0.0,0.0,0.0
336,117,0.0,0.0,0.0,0.0
337,631,0.0,0.0,0.0,0.0
338,382,0.0,0.0,0.0,0.0
339,514,0.0,0.0,0.0,0.0
340,405,0.0,0.0,0.0,0.0
341,948,0.0,0.0,0.0,0.0
342,88,0.0,0.0,0.0,0.0
343,510,0.0,0.0,0.0,0.0
344,1082,0.0,0.0,0.0,0.0
345,1096,0.0,0.0,0.0,0.0
346,250,0.0,0.0,0.0,0.0
347,85,0.0,0.0,0.0,0.0
348,831,0.0,0.0,0.0,0.0
349,125,0.1,1.0,1.0,0.5
350,98,0.1,1.0,1.0,0.5
351,1316,0.0,0.0,0.0,0.0
352,175,0.0,0.0,0.0,0.0
353,313,0.1,1.0,1.0,0.3562071871080222
354,737,0.0,0.0,0.0,0.0
355,319,0.0,0.0,0.0,0.0
356,748,0.1,1.0,1.0,0.43067655807339306
357,105,0.0,0.0,0.0,0.0
358,918,0.0,0.0,0.0,0.0
359,268,0.0,0.0,0.0,0.0
360,523,0.0,0.0,0.0,0.0
361,340,0.0,0.0,0.0,0.0
362,1025,0.0,0.0,0.0,0.0
363,590,0.0,0.0,0.0,0.0
364,875,0.1,1.0,1.0,0.2890648263178879
365,287,0.1,1.0,1.0,1.0
366,637,0.1,1.0,1.0,0.3333333333333333
367,452,0.1,1.0,1.0,0.43067655807339306
368,127,0.0,0.0,0.0,0.0
369,196,0.0,0.0,0.0,0.0
370,42,0.0,0.0,0.0,0.0
371,449,0.0,0.0,0.0,0.0
372,649,0.0,0.0,0.0,0.0
373,1444,0.0,0.0,0.0,0.0
374,477,0.0,0.0,0.0,0.0
375,1046,0.1,1.0,1.0,1.0
376,815,0.0,0.0,0.0,0.0
377,234,0.0,0.0,0.0,0.0
378,918,0.0,0.0,0.0,0.0
379,188,0.0,0.0,0.0,0.0
380,270,0.0,0.0,0.0,0.0
381,294,0.0,0.0,0.0,0.0
382,332,0.0,0.0,0.0,0.0
383,528,0.0,0.0,0.0,0.0
384,289,0.0,0.0,0.0,0.0
385,487,0.0,0.0,0.0,0.0
386,982,0.0,0.0,0.0,0.0
387,201,0.1,1.0,1.0,1.0
388,323,0.0,0.0,0.0,0.0
389,347,0.0,0.0,0.0,0.0
390,13,0.0,0.0,0.0,0.0
391,696,0.0,0.0,0.0,0.0
392,173,0.0,0.0,0.0,0.0
393,539,0.0,0.0,0.0,0.0
394,313,0.0,0.0,0.0,0.0
395,288,0.0,0.0,0.0,0.0
396,1215,0.0,0.0,0.0,0.0
397,346,0.0,0.0,0.0,0.0
398,230,0.0,0.0,0.0,0.0
399,2,0.1,1.0,1.0,1.0
400,323,0.1,1.0,1.0,1.0
401,477,0.0,0.0,0.0,0.0
402,95,0.0,0.0,0.0,0.0
403,1199,0.0,0.0,0.0,0.0
404,22,0.0,0.0,0.0,0.0
405,1591,0.0,0.0,0.0,0.0
406,642,0.0,0.0,0.0,0.0
407,7,0.0,0.0,0.0,0.0
408,312,0.0,0.0,0.0,0.0
409,1099,0.0,0.0,0.0,0.0
410,272,0.1,1.0,1.0,1.0
411,1197,0.0,0.0,0.0,0.0
412,81,0.0,0.0,0.0,0.0
413,147,0.0,0.0,0.0,0.0
414,100,0.0,0.0,0.0,0.0
415,185,0.0,0.0,0.0,0.0
416,1483,0.0,0.0,0.0,0.0
417,871,0.0,0.0,0.0,0.0
418,327,0.0,0.0,0.0,0.0
419,14,0.0,0.0,0.0,0.0
420,690,0.1,1.0,1.0,0.31546487678572877
421,87,0.0,0.0,0.0,0.0
422,760,0.0,0.0,0.0,0.0
423,977,0.0,0.0,0.0,0.0
424,25,0.0,0.0,0.0,0.0
425,207,0.0,0.0,0.0,0.0
426,185,0.1,1.0,1.0,0.2890648263178879
427,334,0.0,0.0,0.0,0.0
428,271,0.0,0.0,0.0,0.0
429,510,0.0,0.0,0.0,0.0
430,152,0.0,0.0,0.0,0.0
431,689,0.0,0.0,0.0,0.0
432,864,0.0,0.0,0.0,0.0
433,273,0.0,0.0,0.0,0.0
434,476,0.1,1.0,1.0,1.0
435,321,0.0,0.0,0.0,0.0
436,1263,0.0,0.0,0.0,0.0
437,629,0.0,0.0,0.0,0.0
438,21,0.0,0.0,0.0,0.0
439,290,0.0,0.0,0.0,0.0
440,515,0.0,0.0,0.0,0.0
441,25,0.0,0.0,0.0,0.0
442,769,0.0,0.0,0.0,0.0
443,39,0.0,0.0,0.0,0.0
444,271,0.0,0.0,0.0,0.0
445,902,0.0,0.0,0.0,0.0
446,303,0.1,1.0,1.0,0.6309297535714575
447,156,0.0,0.0,0.0,0.0
448,874,0.0,0.0,0.0,0.0
449,337,0.0,0.0,0.0,0.0
450,245,0.0,0.0,0.0,0.0
451,885,0.0,0.0,0.0,0.0
452,781,0.0,0.0,0.0,0.0
453,575,0.0,0.0,0.0,0.0
454,984,0.0,0.0,0.0,0.0
455,334,0.0,0.0,0.0,0.0
456,258,0.0,0.0,0.0,0.0
457,98,0.1,1.0,1.0,0.5
458,330,0.0,0.0,0.0,0.0
459,186,0.0,0.0,0.0,0.0
460,870,0.0,0.0,0.0,0.0
461,9,0.0,0.0,0.0,0.0
462,346,0.0,0.0,0.0,0.0
463,597,0.0,0.0,0.0,0.0
464,603,0.0,0.0,0.0,0.0
465,281,0.0,0.0,0.0,0.0
466,95,0.0,0.0,0.0,0.0
467,288,0.0,0.0,0.0,0.0
468,44,0.0,0.0,0.0,0.0
469,127,0.0,0.0,0.0,0.0
470,181,0.1,1.0,1.0,0.31546487678572877
471,71,0.1,1.0,1.0,1.0
472,549,0.0,0.0,0.0,0.0
473,256,0.0,0.0,0.0,0.0
474,221,0.0,0.0,0.0,0.0
475,259,0.0,0.0,0.0,0.0
476,890,0.0,0.0,0.0,0.0
477,846,0.0,0.0,0.0,0.0
478,1221,0.0,0.0,0.0,0.0
479,915,0.0,0.0,0.0,0.0
480,504,0.0,0.0,0.0,0.0
481,202,0.1,1.0,1.0,1.0
482,249,0.0,0.0,0.0,0.0
483,1152,0.0,0.0,0.0,0.0
484,197,0.0,0.0,0.0,0.0
485,330,0.0,0.0,0.0,0.0
486,100,0.1,1.0,1.0,1.0
487,833,0.0,0.0,0.0,0.0
488,185,0.0,0.0,0.0,0.0
489,353,0.0,0.0,0.0,0.0
490,109,0.1,1.0,1.0,0.31546487678572877
491,325,0.0,0.0,0.0,0.0
492,474,0.0,0.0,0.0,0.0
493,333,0.0,0.0,0.0,0.0
494,126,0.0,0.0,0.0,0.0
495,120,0.0,0.0,0.0,0.0
496,1139,0.0,0.0,0.0,0.0
497,1030,0.0,0.0,0.0,0.0
498,447,0.0,0.0,0.0,0.0
499,1483,0.0,0.0,0.0,0.0
500,313,0.0,0.0,0.0,0.0
501,1007,0.0,0.0,0.0,0.0
502,261,0.0,0.0,0.0,0.0
503,949,0.0,0.0,0.0,0.0
504,409,0.0,0.0,0.0,0.0
505,648,0.0,0.0,0.0,0.0
506,568,0.1,1.0,1.0,0.6309297535714575
507,118,0.0,0.0,0.0,0.0
508,50,0.1,1.0,1.0,0.38685280723454163
509,50,0.0,0.0,0.0,0.0
510,457,0.0,0.0,0.0,0.0
511,322,0.0,0.0,0.0,0.0
512,1,0.0,0.0,0.0,0.0
513,252,0.1,1.0,1.0,0.3333333333333333
514,344,0.0,0.0,0.0,0.0
515,326,0.1,1.0,1.0,0.3562071871080222
516,357,0.0,0.0,0.0,0.0
517,1177,0.0,0.0,0.0,0.0
518,412,0.0,0.0,0.0,0.0
519,346,0.1,1.0,1.0,0.38685280723454163
520,1051,0.0,0.0,0.0,0.0
521,232,0.0,0.0,0.0,0.0
522,530,0.0,0.0,0.0,0.0
523,56,0.0,0.0,0.0,0.0
524,930,0.0,0.0,0.0,0.0
525,269,0.0,0.0,0.0,0.0
526,125,0.0,0.0,0.0,0.0
527,1101,0.0,0.0,0.0,0.0
528,168,0.0,0.0,0.0,0.0
529,264,0.1,1.0,1.0,0.31546487678572877
530,470,0.0,0.0,0.0,0.0
531,313,0.1,1.0,1.0,0.3333333333333333
532,1011,0.0,0.0,0.0,0.0
533,297,0.0,0.0,0.0,0.0
534,763,0.0,0.0,0.0,0.0
535,258,0.0,0.0,0.0,0.0
536,1140,0.0,0.0,0.0,0.0
537,184,0.0,0.0,0.0,0.0
538,216,0.1,1.0,1.0,0.5
539,215,0.0,0.0,0.0,0.0
540,220,0.0,0.0,0.0,0.0
541,1030,0.0,0.0,0.0,0.0
542,12,0.0,0.0,0.0,0.0
543,324,0.0,0.0,0.0,0.0
544,312,0.0,0.0,0.0,0.0
545,142,0.0,0.0,0.0,0.0
546,590,0.0,0.0,0.0,0.0
547,338,0.0,0.0,0.0,0.0
548,1278,0.0,0.0,0.0,0.0
549,225,0.0,0.0,0.0,0.0
550,243,0.0,0.0,0.0,0.0
551,1079,0.0,0.0,0.0,0.0
552,1277,0.0,0.0,0.0,0.0
553,661,0.1,1.0,1.0,0.3562071871080222
554,328,0.0,0.0,0.0,0.0
555,129,0.0,0.0,0.0,0.0
556,172,0.0,0.0,0.0,0.0
557,892,0.0,0.0,0.0,0.0
558,269,0.0,0.0,0.0,0.0
559,94,0.0,0.0,0.0,0.0
560,260,0.0,0.0,0.0,0.0
561,362,0.0,0.0,0.0,0.0
562,504,0.0,0.0,0.0,0.0
563,862,0.0,0.0,0.0,0.0
564,827,0.0,0.0,0.0,0.0
565,971,0.1,1.0,1.0,0.43067655807339306
566,78,0.0,0.0,0.0,0.0
567,252,0.0,0.0,0.0,0.0
568,523,0.0,0.0,0.0,0.0
569,268,0.0,0.0,0.0,0.0
570,327,0.1,1.0,1.0,1.0
571,32,0.0,0.0,0.0,0.0
572,284,0.0,0.0,0.0,0.0
573,216,0.0,0.0,0.0,0.0
574,100,0.0,0.0,0.0,0.0
575,357,0.0,0.0,0.0,0.0
576,248,0.0,0.0,0.0,0.0
577,531,0.0,0.0,0.0,0.0
578,1264,0.0,0.0,0.0,0.0
579,1047,0.0,0.0,0.0,0.0
580,829,0.0,0.0,0.0,0.0
581,936,0.0,0.0,0.0,0.0
582,932,0.0,0.0,0.0,0.0
583,425,0.0,0.0,0.0,0.0
584,165,0.0,0.0,0.0,0.0
585,10,0.1,1.0,1.0,0.5
586,358,0.0,0.0,0.0,0.0
587,1624,0.0,0.0,0.0,0.0
588,1411,0.0,0.0,0.0,0.0
589,689,0.1,1.0,1.0,0.43067655807339306
590,1331,0.0,0.0,0.0,0.0
591,856,0.0,0.0,0.0,0.0
592,345,0.0,0.0,0.0,0.0
593,1016,0.0,0.0,0.0,0.0
594,199,0.0,0.0,0.0,0.0
595,1264,0.0,0.0,0.0,0.0
596,123,0.0,0.0,0.0,0.0
597,825,0.0,0.0,0.0,0.0
598,22,0.0,0.0,0.0,0.0
599,546,0.1,1.0,1.0,0.2890648263178879
600,1274,0.0,0.0,0.0,0.0
601,382,0.0,0.0,0.0,0.0
602,118,0.1,1.0,1.0,0.38685280723454163
603,216,0.0,0.0,0.0,0.0
604,447,0.1,1.0,1.0,0.6309297535714575
605,462,0.0,0.0,0.0,0.0
606,1190,0.0,0.0,0.0,0.0
607,30,0.0,0.0,0.0,0.0
608,92,0.0,0.0,0.0,0.0
609,475,0.0,0.0,0.0,0.0
610,66,0.0,0.0,0.0,0.0
611,886,0.0,0.0,0.0,0.0
612,604,0.0,0.0,0.0,0.0
613,279,0.0,0.0,0.0,0.0
614,411,0.0,0.0,0.0,0.0
615,732,0.0,0.0,0.0,0.0
616,937,0.0,0.0,0.0,0.0
617,816,0.0,0.0,0.0,0.0
618,895,0.0,0.0,0.0,0.0
619,562,0.0,0.0,0.0,0.0
620,112,0.0,0.0,0.0,0.0
621,300,0.0,0.0,0.0,0.0
622,949,0.0,0.0,0.0,0.0
623,210,0.1,1.0,1.0,1.0
624,898,0.0,0.0,0.0,0.0
625,265,0.0,0.0,0.0,0.0
626,923,0.0,0.0,0.0,0.0
627,802,0.0,0.0,0.0,0.0
628,294,0.0,0.0,0.0,0.0
629,729,0.0,0.0,0.0,0.0
630,272,0.0,0.0,0.0,0.0
631,1527,0.0,0.0,0.0,0.0
632,258,0.0,0.0,0.0,0.0
633,234,0.1,1.0,1.0,0.31546487678572877
634,341,0.0,0.0,0.0,0.0
635,15,0.0,0.0,0.0,0.0
636,235,0.0,0.0,0.0,0.0
637,535,0.0,0.0,0.0,0.0
638,523,0.0,0.0,0.0,0.0
639,962,0.0,0.0,0.0,0.0
640,691,0.0,0.0,0.0,0.0
641,30,0.0,0.0,0.0,0.0
642,815,0.0,0.0,0.0,0.0
643,721,0.0,0.0,0.0,0.0
644,255,0.0,0.0,0.0,0.0
645,772,0.0,0.0,0.0,0.0
646,1313,0.0,0.0,0.0,0.0
647,1263,0.0,0.0,0.0,0.0
648,298,0.0,0.0,0.0,0.0
649,254,0.0,0.0,0.0,0.0
650,780,0.0,0.0,0.0,0.0
651,309,0.0,0.0,0.0,0.0
652,125,0.0,0.0,0.0,0.0
653,245,0.1,1.0,1.0,0.3562071871080222
654,269,0.0,0.0,0.0,0.0
655,131,0.0,0.0,0.0,0.0
656,338,0.0,0.0,0.0,0.0
657,628,0.0,0.0,0.0,0.0
658,151,0.0,0.0,0.0,0.0
659,636,0.0,0.0,0.0,0.0
660,1483,0.0,0.0,0.0,0.0
661,272,0.0,0.0,0.0,0.0
662,100,0.0,0.0,0.0,0.0
663,187,0.0,0.0,0.0,0.0
664,692,0.0,0.0,0.0,0.0
665,315,0.0,0.0,0.0,0.0
666,649,0.1,1.0,1.0,0.3010299956639812
667,137,0.1,1.0,1.0,1.0
668,902,0.0,0.0,0.0,0.0
669,531,0.0,0.0,0.0,0.0
670,191,0.0,0.0,0.0,0.0
671,255,0.0,0.0,0.0,0.0
672,1023,0.0,0.0,0.0,0.0
673,79,0.0,0.0,0.0,0.0
674,1197,0.0,0.0,0.0,0.0
675,235,0.0,0.0,0.0,0.0
676,520,0.0,0.0,0.0,0.0
677,101,0.0,0.0,0.0,0.0
